EREIGNISJAHR_N;Bezirk;1_F;1_M;2_F;2_M;3_F;3_M;4_F;4_M;5_F;5_M;6_F;6_M;7_F;7_M;8_F;8_M;9_F;9_M;10_F;10_M;11_F;11_M;12_F;12_M;13_F;13_M;14_F;14_M;15_F;15_M;16_F;16_M;17_F;17_M;18_F;18_M;19_F;19_M;20_F;20_M
2018;900;1;4;NA;NA;NA;NA;NA;1;NA;NA;1;1;2;NA;1;4;2;1;3;7;10;11;13;14;11;19;20;28;23;45;46;61;68;80;97;65;77;52;31;7
2018;1001;NA;1;NA;NA;NA;NA;1;NA;NA;1;NA;1;NA;NA;NA;NA;1;3;1;NA;2;2;4;2;3;10;12;5;7;14;4;15;12;7;16;14;23;13;15;6
2018;1002;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;1;NA;1;1;1;NA;1;1;1;2;1;2;8;2;11;7;10;7;13;8;8;11;15;17;8;13;1
2018;1003;2;1;NA;NA;NA;NA;NA;NA;NA;NA;1;4;NA;NA;NA;NA;NA;NA;1;4;3;7;3;11;11;12;11;15;11;24;18;30;30;31;39;31;27;13;15;NA
2018;1004;2;1;NA;1;NA;NA;3;1;NA;NA;1;4;NA;1;1;3;2;2;2;9;3;11;12;19;9;16;21;33;24;45;41;48;50;48;70;46;76;46;42;6
2018;1005;2;1;NA;NA;NA;NA;NA;NA;1;1;NA;1;NA;NA;NA;NA;NA;NA;2;3;2;4;3;4;8;6;2;8;5;14;14;11;11;12;33;20;26;22;16;4
2018;1006;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;NA;NA;1;2;1;5;1;6;4;2;6;10;7;7;10;14;14;18;26;23;35;24;20;14;18;4
2018;1007;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;1;4;1;3;3;4;3;7;5;7;5;12;6;16;7;7;8;6;6;3;7;1
2018;1101;NA;3;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;3;2;4;6;7;6;7;8;4;6;5;12;13;17;13;12;13;6;1
2018;1102;1;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;1;NA;NA;1;1;NA;NA;1;4;1;1;3;6;2;3;5;2;3;6;4;9;9;9;18;16;7;9;5
2018;1103;NA;1;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;1;2;2;1;3;5;5;4;5;6;3;10;3;5;1
2018;1104;1;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;1;NA;NA;NA;NA;2;1;1;3;1;3;2;6;2;8;6;12;13;14;11;12;8;15;7;9;3
2018;1105;1;2;NA;NA;1;NA;NA;1;NA;NA;1;NA;NA;1;NA;1;NA;1;1;1;1;2;4;7;4;8;7;8;15;12;18;13;11;24;26;18;30;11;15;5
2018;1106;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;1;1;NA;1;1;1;1;2;4;1;7;9;9;13;10;16;9;20;23;25;21;28;30;44;71;35;49;25;27;10
2018;1107;1;1;NA;NA;NA;NA;1;1;NA;NA;NA;NA;NA;NA;NA;1;2;NA;3;1;2;7;5;5;7;8;13;18;14;14;26;28;30;35;59;31;57;27;21;11
2018;1108;NA;3;NA;NA;NA;NA;NA;NA;NA;2;2;NA;4;1;NA;NA;2;2;1;6;NA;7;2;10;3;11;10;21;14;37;22;25;40;46;52;44;47;22;26;17
2018;1109;2;NA;1;NA;NA;NA;NA;1;NA;NA;1;1;3;NA;NA;1;NA;1;1;1;NA;3;NA;2;3;3;4;3;8;10;7;5;23;16;14;13;24;8;15;3
2018;1110;1;NA;1;NA;NA;NA;1;1;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;1;3;NA;2;NA;3;2;2;1;5;9;6;10;4;8;11;14;14;14;5;6;4
2018;1200;1;3;1;NA;1;NA;1;NA;NA;NA;4;3;1;4;3;6;9;13;7;12;15;19;23;35;33;39;39;62;64;71;81;96;143;165;267;201;264;139;176;57
2018;1301;3;NA;NA;NA;NA;NA;NA;NA;NA;3;1;1;NA;2;1;3;3;6;8;9;13;17;10;25;23;21;32;36;57;61;76;80;113;117;164;142;166;105;78;27
2018;1302;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;1;NA;NA;2;2;NA;1;2;2;2;4;2;5;5;9;3;8;4;6;5;15;19;17;9;8;6;1
2018;1303;3;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;1;NA;NA;1;1;2;2;4;5;4;14;13;13;18;17;18;29;31;33;39;39;49;37;38;31;20;10
2018;1304;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;1;1;1;1;1;1;1;2;4;1;8;7;5;9;3;8;20;13;21;23;26;43;29;31;24;7;6
2018;1305;NA;NA;NA;NA;NA;NA;NA;1;NA;1;NA;NA;NA;NA;NA;1;NA;1;2;1;NA;NA;1;3;2;5;3;2;1;10;5;13;4;6;6;11;13;4;9;3
2018;1400;NA;3;NA;NA;NA;NA;1;NA;NA;NA;1;NA;NA;NA;1;2;1;2;4;4;7;11;4;17;16;22;22;26;16;30;32;61;55;56;95;76;85;45;54;21
2018;1501;2;2;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;1;1;NA;NA;NA;1;1;6;6;5;1;9;1;12;1;19;9;11;12;18;13;16;28;14;10;3
2018;1502;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;1;1;1;3;1;3;4;1;2;2;5;5;8;14;9;15;6;21;13;10;4
2018;1503;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;NA;1;3;4;1;6;NA;6;6;2;6;4;7;8;20;10;20;9;6;1
2018;1600;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;1;NA;NA;1;1;NA;1;NA;NA;1;2;1;3;4;2;NA;9;1;9;3;7;12;8;28;16;10;6;9;NA
2018;1721;4;2;NA;1;NA;NA;1;NA;NA;NA;1;NA;NA;NA;2;2;2;3;3;7;8;17;11;13;16;37;18;35;44;54;51;51;94;59;110;82;123;55;61;27
2018;1722;1;1;NA;NA;NA;NA;1;NA;1;1;NA;1;1;2;NA;NA;NA;2;1;2;4;3;3;1;4;7;8;9;10;17;20;27;19;24;43;30;40;21;15;4
2018;1723;1;NA;NA;NA;NA;NA;1;1;NA;1;NA;NA;NA;1;NA;1;3;2;5;2;4;7;3;12;7;14;8;19;8;25;19;45;49;52;51;31;48;23;27;6
2018;1724;2;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;1;1;NA;1;NA;4;5;1;3;4;5;14;10;12;10;22;11;26;26;21;33;26;21;10;7;2
2018;1725;1;1;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;1;NA;2;NA;NA;2;5;1;8;2;9;6;10;9;11;16;19;16;19;24;28;37;23;45;9;24;3
2018;1726;1;4;NA;NA;NA;1;NA;2;NA;NA;NA;NA;NA;1;NA;2;2;3;4;4;2;7;8;6;5;17;14;18;19;23;24;39;39;43;47;45;55;22;21;5
2018;1727;1;1;NA;NA;NA;NA;NA;1;NA;NA;NA;1;NA;3;1;1;1;1;NA;3;2;7;11;6;4;17;5;19;8;13;20;28;35;31;42;39;31;28;22;6
2018;1728;NA;2;NA;NA;NA;NA;NA;1;NA;1;NA;NA;2;NA;NA;2;5;3;1;4;3;5;7;14;8;22;17;22;23;32;25;33;42;52;51;54;61;33;29;10
2018;1841;NA;2;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;1;1;NA;2;NA;NA;3;2;5;2;4;2;3;7;4;8;3;7;2;5;1
2018;1842;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;NA;2;NA;2;2;4;3;3;10;4;5;8;4;NA
2018;1843;NA;NA;NA;NA;NA;1;NA;NA;NA;1;NA;NA;1;NA;NA;NA;NA;NA;1;NA;2;2;1;NA;2;1;2;4;5;3;3;8;8;7;15;7;18;7;3;1
2018;1844;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;NA;1;1;1;4;2;5;1;4;4;8;7;10;8;9;15;16;17;20;8;9;6;4
2018;1845;1;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;2;NA;NA;NA;1;1;NA;NA;3;3;2;3;2;3;4;4;9;9;12;6;9;13;20;18;13;21;6;9;4
2018;1846;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;1;NA;NA;1;3;1;3;2;1;3;3;4;4;2;14;9;4;11;8;8;11;15;5;9;5
2018;1847;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;NA;NA;1;1;3;NA;6;2;2;3;4;1;4;4;5;12;5;9;5;9;5;5;1
2018;1848;NA;NA;NA;NA;NA;NA;NA;1;NA;2;1;NA;NA;NA;2;2;1;1;2;4;6;12;8;11;7;15;4;16;21;24;13;22;33;40;43;29;54;23;16;6
2018;1849;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;2;1;7;2;5;3;3;4;8;8;13;13;14;16;23;39;17;35;10;14;5
2018;1850;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;1;1;NA;2;NA;1;3;4;4;11;3;18;13;10;18;20;23;12;27;8;6;4
2018;1851;NA;NA;NA;NA;NA;NA;NA;1;NA;2;NA;1;1;1;1;1;NA;NA;1;2;NA;3;3;3;2;6;1;4;5;8;6;7;8;7;15;12;15;9;6;4
2018;1901;1;NA;NA;NA;NA;NA;NA;2;NA;NA;1;1;1;1;2;1;NA;1;3;3;6;9;10;9;16;20;16;32;17;28;32;26;67;45;81;60;79;34;28;14
2018;1902;2;3;NA;NA;NA;1;NA;2;1;3;2;1;4;3;NA;1;3;6;7;2;10;14;16;22;19;32;22;38;47;51;51;70;81;63;108;90;91;44;37;18
2018;1903;3;4;NA;1;NA;NA;NA;NA;2;4;3;2;1;NA;1;2;2;2;3;4;3;14;7;14;8;17;9;17;16;31;19;42;40;41;49;41;40;39;15;3
2018;1904;1;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;1;NA;2;2;NA;2;2;1;4;7;4;6;5;8;8;13;9;17;19;23;29;29;38;34;41;18;12;5
2018;1905;1;3;NA;NA;NA;NA;1;1;NA;NA;NA;NA;NA;NA;1;NA;2;1;NA;3;8;6;8;10;8;12;8;10;10;11;12;17;34;22;32;28;31;15;15;6
2018;1906;NA;2;NA;NA;NA;2;NA;NA;NA;2;NA;NA;NA;NA;1;1;NA;2;3;5;NA;5;3;3;6;5;5;5;3;18;10;16;16;20;23;21;22;13;12;3
2018;1907;1;5;NA;NA;NA;NA;NA;1;NA;1;1;NA;1;1;2;3;1;1;1;3;6;4;7;7;5;13;11;12;15;14;10;23;31;35;42;32;49;23;22;9
2018;1908;3;NA;NA;NA;1;NA;NA;3;1;1;2;NA;1;1;NA;1;NA;NA;1;1;4;4;2;2;4;10;6;3;8;12;10;11;7;21;24;22;26;9;10;1
2018;1909;1;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;1;NA;NA;1;2;1;1;1;8;2;11;6;10;14;18;8;23;14;22;21;25;46;27;35;16;11;9
2018;1910;NA;2;NA;1;NA;NA;NA;1;1;NA;NA;NA;NA;1;NA;2;3;2;3;6;4;10;7;12;10;13;16;22;10;21;37;26;44;43;72;45;63;21;30;15
2018;1911;1;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;1;NA;NA;1;NA;2;2;1;2;1;3;6;3;8;5;2;13;7;14;19;23;19;23;27;20;20;21;8;4
2018;2011;1;1;NA;NA;NA;NA;NA;NA;NA;1;NA;2;NA;NA;1;NA;1;1;2;3;8;7;4;7;8;17;10;16;21;25;15;37;33;35;64;35;62;24;21;9
2018;2012;5;NA;NA;NA;NA;NA;NA;2;NA;NA;2;1;NA;NA;NA;1;1;4;3;4;5;12;6;8;9;17;11;22;12;26;22;26;39;34;53;32;51;40;29;6
2018;2013;1;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;1;2;1;1;4;3;NA;6;7;3;4;10;7;11;14;12;19;23;22;33;30;43;25;35;16;15;7
2018;2014;NA;NA;1;NA;NA;1;NA;1;NA;1;NA;NA;NA;1;1;NA;NA;1;2;2;3;8;4;10;10;14;10;19;9;20;15;13;16;28;32;28;28;15;11;4
2018;2015;1;1;NA;NA;NA;NA;NA;1;1;1;NA;NA;NA;NA;NA;1;1;1;2;5;6;10;6;7;8;12;4;11;18;25;16;35;26;31;45;42;42;24;29;8
2018;2101;2;1;NA;NA;NA;NA;NA;1;NA;NA;NA;3;NA;1;NA;2;NA;2;3;5;3;4;5;3;10;11;9;13;18;28;18;32;28;39;35;26;45;25;32;11
2018;2102;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;1;1;2;NA;2;5;1;2;5;4;4;5;6;5;7;4;7;2
2018;2103;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;2;1;NA;2;3;5;2;4;7;3;11;13;13;3;13;6;12;1
2018;2104;NA;1;NA;NA;NA;1;NA;NA;NA;1;NA;2;1;NA;NA;1;1;3;6;3;8;6;7;9;9;11;9;25;23;34;30;46;46;53;77;62;66;30;49;15
2018;2105;NA;NA;NA;NA;NA;NA;1;1;NA;NA;NA;2;NA;NA;NA;NA;3;2;4;6;7;14;8;11;16;35;28;36;51;68;71;92;101;112;151;107;148;75;89;29
2018;2106;NA;NA;NA;NA;NA;NA;NA;NA;1;1;NA;NA;NA;NA;NA;1;2;2;2;4;5;4;7;6;6;12;14;9;15;21;25;39;26;48;55;45;51;19;47;12
2018;2107;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;NA;NA;2;1;2;NA;4;4;2;4;2;7;5;7;6;6;12;7;7;8;2
2018;2108;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;1;NA;NA;1;1;2;NA;3;2;3;1;5;3;4;4;3;10;3;6;2;6;1
2018;2221;NA;2;NA;NA;NA;NA;NA;1;2;NA;1;1;NA;1;NA;1;1;2;2;5;5;5;4;11;6;13;9;11;11;24;10;17;16;22;35;24;31;20;19;5
2018;2222;1;NA;1;NA;NA;NA;NA;1;NA;2;1;NA;NA;1;2;3;1;2;2;3;2;5;2;6;6;9;11;14;14;14;12;17;16;23;36;32;19;24;18;9
2018;2223;1;4;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;1;NA;2;NA;NA;2;1;7;3;3;8;7;14;7;14;7;13;14;17;18;25;26;30;16;16;10;3
2018;2224;NA;2;NA;NA;NA;NA;2;1;NA;6;NA;NA;1;1;1;NA;4;6;2;8;8;13;9;16;15;20;15;32;28;43;39;51;47;54;83;63;58;42;43;18
2018;2225;5;2;NA;NA;NA;1;NA;1;2;3;2;3;NA;5;2;4;2;7;4;6;14;17;11;18;21;41;22;43;43;65;51;51;92;82;120;95;140;68;95;28
2018;2226;NA;2;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;1;3;NA;NA;3;6;7;3;4;3;2;11;9;18;24;18;25;25;36;39;62;47;88;39;46;20
2018;2227;2;1;NA;1;1;1;1;3;NA;NA;1;1;1;2;2;3;1;4;1;5;10;4;7;12;3;14;11;22;14;32;31;33;49;54;65;53;76;43;43;16
2018;2228;2;NA;NA;1;NA;1;NA;1;NA;2;NA;NA;NA;NA;NA;1;2;3;6;5;4;6;7;11;9;15;14;18;19;26;26;33;29;44;49;30;58;26;36;12
2018;2229;2;1;2;NA;NA;NA;NA;1;1;NA;NA;1;NA;NA;2;2;1;4;2;4;3;3;3;6;12;10;17;14;19;29;18;32;30;38;49;43;52;21;28;6
2018;2230;2;1;NA;NA;NA;NA;1;2;1;2;2;NA;NA;NA;NA;2;NA;1;1;4;2;12;14;20;13;10;18;24;23;38;35;44;50;67;95;70;87;59;53;27
2018;2301;NA;NA;NA;NA;NA;NA;NA;1;NA;1;NA;NA;NA;1;1;2;NA;1;1;2;2;4;3;7;5;6;9;8;6;17;9;16;18;20;20;35;25;19;5;4
2018;2302;NA;NA;NA;NA;NA;1;NA;NA;1;NA;NA;2;NA;NA;1;1;NA;2;NA;3;1;3;5;6;4;5;3;6;8;14;6;19;18;20;16;15;14;12;3;3
2018;2303;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;1;NA;NA;1;NA;NA;1;1;NA;3;NA;4;4;5;2;2;2;3;5;9;4;13;7;10;7;10;4;2
2018;2304;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;NA;2;2;NA;NA;5;1;2;1;1;4;5;7;10;4;NA;4;1
2018;2305;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;NA;NA;2;1;3;3;1;2;4;2;5;NA;9;3;6;14;12;11;10;12;6;4;3
2018;2306;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;1;1;3;1;1;NA;1;3;2;4;3;10;1;6;9;9;17;6;14;8;3;3
2018;2307;1;NA;NA;1;NA;NA;NA;NA;NA;2;NA;1;NA;1;1;NA;NA;1;5;4;4;5;4;11;5;12;5;11;15;20;17;25;25;35;46;28;42;22;27;12
2018;2308;1;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;1;NA;2;NA;1;1;1;1;2;2;4;6;9;7;6;8;18;10;22;16;24;33;34;19;21;27;17;18;3
2018;2309;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;1;NA;NA;1;1;1;NA;1;2;3;5;3;4;9;3;12;7;10;14;6;7;5;3;1
2018;2310;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;1;1;1;NA;NA;NA;NA;NA;1;3;2;1;1;3;2;4;5;6;8;10;14;7;7;8;11;12;4
2018;2311;2;1;NA;NA;NA;NA;1;NA;1;2;NA;NA;NA;NA;NA;2;NA;2;1;1;2;9;4;6;10;14;6;11;15;21;17;25;27;38;40;39;35;17;23;6
2018;2312;1;NA;NA;NA;NA;NA;1;NA;NA;NA;1;2;1;1;NA;NA;NA;3;6;NA;1;6;2;7;6;9;9;12;14;29;18;21;35;35;45;29;41;24;22;6
2018;2313;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;NA;1;NA;NA;1;1;2;2;4;6;1;6;8;8;8;5;10;14;18;19;27;20;23;8;7;3
2018;2407;3;3;NA;NA;1;NA;NA;1;NA;NA;NA;NA;1;3;2;1;1;3;3;9;3;5;8;12;10;18;18;32;36;49;38;44;63;68;76;56;98;47;47;16
2018;2408;1;1;NA;1;NA;NA;NA;NA;NA;NA;1;1;NA;1;NA;NA;1;2;1;2;NA;1;NA;5;2;5;8;4;2;12;9;4;8;11;14;6;10;7;5;1
2018;2409;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;3;1;2;1;1;2;6;4;15;5;2;15;13;13;11;21;9;15;3
2018;2410;2;1;NA;NA;NA;1;NA;NA;NA;NA;NA;2;1;1;NA;NA;1;4;7;4;3;4;5;5;7;16;14;28;20;34;31;35;39;25;73;38;61;30;39;10
2018;2501;NA;4;NA;NA;1;NA;NA;1;1;2;2;2;2;1;1;4;3;4;9;13;6;13;18;40;22;38;26;42;42;64;74;74;105;105;156;96;163;92;106;41
2018;2502;NA;1;NA;NA;NA;NA;NA;2;NA;2;NA;1;1;NA;1;1;1;3;1;1;6;3;5;5;6;6;10;13;20;15;31;35;23;41;67;40;74;40;40;16
2018;2503;2;1;NA;NA;NA;NA;1;1;NA;1;NA;3;1;1;NA;2;3;2;3;5;2;7;8;10;15;10;6;20;20;43;22;36;44;48;61;58;54;40;37;12
2018;2504;1;1;1;NA;NA;NA;2;NA;2;NA;1;1;1;1;NA;3;3;7;1;7;8;8;10;20;8;19;22;14;25;33;42;37;84;61;88;86;89;59;59;22
2018;2601;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;2;NA;1;1;2;1;4;8;2;3;6;7;11;9;13;14;34;10;13;22;20;34;29;38;18;13;6
2018;2602;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;NA;NA;1;1;1;NA;NA;2;1;3;NA;NA;2;3;3;2;5;2;7;6;8;7;6;7;6;4;1
2018;2603;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;NA;NA;NA;2;2;1;3;2;4;2;8;10;4;3;9;10;14;14;14;18;21;26;23;32;17;21;5
2019;101;3;NA;NA;2;NA;NA;NA;1;NA;NA;NA;1;1;NA;NA;1;3;2;3;1;3;6;5;10;7;11;10;7;16;18;24;30;23;35;40;33;29;15;7;4
2019;102;NA;NA;NA;1;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;NA;1;NA;NA;2;1;3;3;4;5;10;8;13;11;15;19;14;26;22;21;14;14;2
2019;103;3;8;NA;NA;NA;1;1;2;NA;6;NA;3;NA;NA;3;6;4;4;5;12;5;17;14;21;20;29;26;44;44;52;44;67;77;81;102;69;103;51;42;17
2019;104;NA;3;NA;NA;NA;NA;NA;2;NA;3;1;NA;1;2;2;4;4;1;2;3;3;6;12;12;11;18;9;18;28;41;31;40;33;44;47;41;47;27;18;6
2019;105;2;3;NA;1;NA;NA;NA;NA;NA;NA;1;NA;2;1;1;1;NA;6;4;3;9;4;9;11;10;31;17;17;29;44;32;59;46;66;68;67;87;33;44;15
2019;106;7;1;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;1;1;3;NA;4;3;4;5;13;12;14;13;25;20;29;39;49;49;56;74;83;123;87;105;69;58;24
2019;107;NA;2;NA;NA;NA;NA;2;1;NA;1;NA;NA;2;2;NA;3;NA;2;2;2;6;4;1;10;14;12;16;12;39;40;42;49;77;80;125;83;102;59;69;22
2019;108;2;NA;NA;NA;NA;NA;1;NA;1;NA;NA;NA;1;1;1;1;NA;NA;2;1;4;7;6;11;5;13;12;15;21;34;20;34;33;55;49;40;44;23;20;11
2019;109;3;2;NA;NA;NA;1;NA;NA;NA;1;1;2;1;NA;1;3;2;5;4;5;6;11;9;13;14;24;19;29;34;50;52;58;75;87;71;72;74;49;38;21
2019;110;3;3;1;1;2;NA;NA;NA;1;3;1;3;3;6;4;1;3;1;6;12;9;20;15;31;23;30;17;37;36;65;75;67;104;90;159;130;129;75;65;20
2019;111;1;1;NA;NA;NA;1;NA;2;1;NA;NA;2;3;2;1;2;2;5;4;2;2;6;3;14;4;16;15;16;21;33;32;43;70;67;67;81;66;48;29;15
2019;112;6;7;NA;2;1;NA;NA;1;NA;3;6;8;2;13;6;11;11;13;17;20;25;44;34;65;55;74;47;107;114;135;156;165;259;201;399;287;446;199;275;83
2019;241;3;2;NA;NA;NA;NA;NA;NA;1;NA;1;1;NA;1;NA;1;NA;2;1;4;4;6;7;10;11;9;10;18;21;31;15;35;39;35;49;47;61;37;31;15
2019;242;1;4;NA;NA;NA;NA;NA;1;1;3;NA;NA;NA;3;NA;2;4;6;8;5;11;5;8;16;26;26;21;34;39;51;50;57;80;79;117;89;138;66;53;18
2019;243;1;2;NA;NA;NA;NA;NA;NA;NA;3;NA;NA;3;1;NA;1;1;3;3;5;2;9;13;15;12;15;17;22;23;41;37;39;28;42;69;53;53;37;30;7
2019;244;1;1;1;NA;NA;NA;NA;2;NA;2;NA;2;NA;1;NA;2;1;4;2;5;4;4;11;13;13;19;14;21;18;42;38;55;56;60;96;69;91;53;65;25
2019;245;1;2;NA;NA;NA;NA;NA;1;NA;NA;NA;1;NA;2;NA;2;2;3;4;5;10;10;9;18;10;18;27;24;26;52;30;50;69;85;93;93;91;58;56;13
2019;246;6;7;NA;NA;NA;NA;2;5;2;4;NA;5;4;4;2;8;14;11;8;23;16;35;34;65;33;74;73;123;146;201;170;229;263;315;452;321;441;244;286;79
2019;247;2;3;NA;NA;NA;1;NA;1;NA;NA;NA;1;NA;1;2;4;2;3;5;3;6;7;9;11;24;25;24;42;33;68;57;60;78;89;120;82;129;55;79;30
2019;248;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;2;2;1;5;NA;3;2;9;7;11;5;13;8;13;22;15;24;14;14;5
2019;249;1;NA;NA;NA;NA;NA;NA;NA;2;1;NA;NA;2;NA;NA;NA;1;1;NA;2;2;6;4;5;11;9;8;7;19;18;14;27;24;33;37;50;56;26;16;12
2019;250;1;NA;NA;1;NA;NA;NA;NA;1;1;NA;1;1;1;1;1;1;4;2;1;3;4;4;10;3;9;12;22;15;30;26;28;42;32;48;37;59;30;38;12
2019;311;NA;3;NA;NA;NA;NA;NA;NA;3;1;1;NA;1;3;NA;3;4;7;1;5;3;7;11;19;8;22;15;21;23;36;44;33;58;57;97;71;108;36;56;18
2019;312;4;1;NA;1;NA;NA;NA;1;NA;2;NA;NA;NA;1;1;4;1;1;4;8;5;13;12;13;13;13;13;34;26;35;38;44;51;63;109;86;70;44;39;22
2019;313;3;3;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;3;NA;2;1;3;2;4;5;NA;7;6;10;7;15;7;14;21;25;24;33;43;50;62;54;43;24;32;13
2019;314;NA;1;NA;NA;NA;NA;NA;1;1;NA;NA;1;NA;1;NA;2;1;3;NA;NA;1;7;2;6;9;13;18;17;11;24;24;34;28;37;50;45;45;16;25;5
2019;315;5;NA;NA;NA;NA;NA;1;2;NA;NA;NA;1;NA;NA;NA;NA;1;2;1;3;2;4;6;8;7;13;9;15;9;20;15;19;28;50;33;37;32;26;19;12
2019;316;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;3;2;1;2;3;5;3;2;2;11;4;12;5;18;19;19;28;13;29;13;8;2
2019;400;1;1;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;2;NA;NA;NA;1;1;1;2;1;1;4;4;10;5;14;16;15;11;18;22;25;39;31;34;18;17;9
2019;501;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;1;1;2;6;5;1;8;6;6;9;4;6;11;16;9;16;6;4;3
2019;502;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;NA;1;2;NA;3;3;1;NA;1;1;1;NA
2019;503;NA;1;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;1;1;NA;NA;1;NA;NA;1;3;3;5;2;6;4;7;8;10;5;9;13;12;14;14;19;11;3;7
2019;504;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;NA;2;2;3;4;1;8;4;5;5;13;9;6;9;5;3;1
2019;505;NA;NA;NA;NA;NA;NA;NA;1;1;1;NA;NA;NA;1;NA;NA;NA;2;1;NA;4;6;5;4;3;12;11;7;10;20;10;13;23;23;46;15;32;14;10;6
